"","basisOfRecord","eventDate","eventTime","scientificName","kingdom","taxonRank","individualCount","decimalLatitude","decimalLongitude","countryCode","project_area","Group","plantCategory","occurenceID"
"533","AcceptedTaxon",2021-05-08,"04:28+01:00","Alauda arvensis","Animalia","species","2","52.54624917","8.33930972","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1203"
"534","AcceptedTaxon",2021-06-25,"11:12+01:00","Motacilla flava","Animalia","species","5","52.54624917","8.33930972","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1204"
"5351","AcceptedTaxon",2021-06-25,"11:12+01:00","Anthus pratensis","Animalia","species","1","52.54624917","8.33930972","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1205"
"536","AcceptedTaxon",2021-05-08,"04:28+01:00","Gallinago gallinago","Animalia","species","1","52.54624917","8.33930972","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1206"
"537","AcceptedTaxon",2021-06-25,"11:12+01:00","Alauda arvensis","Animalia","species","2","52.54624917","8.33930972","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1207"
"538","AcceptedTaxon",2021-06-09,"03:55+01:00","Vanellus vanellus","Animalia","species","4","52.54624917","8.33930972","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1208"
"539","AcceptedTaxon",2021-06-09,"03:55+01:00","Gallinago gallinago","Animalia","species","1","52.54624917","8.33930972","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1209"
"540","AcceptedTaxon",2021-06-16,"11:25+01:00","Motacilla flava","Animalia","species","3","52.54624917","8.33930972","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1210"
"541","AcceptedTaxon",2021-06-25,"11:12+01:00","Limosa limosa","Animalia","species","2","52.54624917","8.33930972","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1211"
"542","AcceptedTaxon",2021-06-16,"11:25+01:00","Vanellus vanellus","Animalia","species","4","52.54624917","8.33930972","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1212"
"5431","AcceptedTaxon",2021-06-25,"11:12+01:00","Vanellus vanellus","Animalia","species","1","52.54624917","8.33930972","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1213"
"5441","AcceptedTaxon",2021-05-28,"03:54+01:00","Anser anser","Animalia","species","10","52.54624917","8.33930972","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1214"
"5451","AcceptedTaxon",2021-05-28,"03:54+01:00","Gallinago gallinago","Animalia","species","1","52.54624917","8.33930972","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1215"
"546","AcceptedTaxon",2021-06-25,"11:12+01:00","Anser anser","Animalia","species","2","52.54624917","8.33930972","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1216"
"547","AcceptedTaxon",2021-06-16,"11:25+01:00","Anas querquedula","Animalia","species","1","52.54624917","8.33930972","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1217"
"548","AcceptedTaxon",2021-05-28,"03:54+01:00","Alauda arvensis","Animalia","species","3","52.54624917","8.33930972","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1218"
"5491","AcceptedTaxon",2021-05-08,"03:40+01:00","Vanellus vanellus","Animalia","species","1","52.54419778","8.32846750","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1219"
"550","AcceptedTaxon",2021-05-28,"03:10+01:00","Motacilla flava","Animalia","species","1","52.54419778","8.32846750","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1220"
"5512","AcceptedTaxon",2021-05-28,"03:10+01:00","Tachybaptus ruficollis","Animalia","species","2","52.54419778","8.32846750","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1221"
"552","AcceptedTaxon",2021-05-28,"03:10+01:00","Spatula clypeataI","Animalia","species","1","52.54419778","8.32846750","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1222"
"5532","AcceptedTaxon",2021-05-08,"03:40+01:00","Fulica atra","Animalia","species","1","52.54419778","8.32846750","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1223"
"5541","AcceptedTaxon",2021-06-16,"10:33+01:00","Motacilla flava","Animalia","species","2","52.54419778","8.32846750","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1224"
"5551","AcceptedTaxon",2021-05-28,"03:10+01:00","Cuculus canorus","Animalia","species","1","52.54419778","8.32846750","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1225"
"556","AcceptedTaxon",2021-05-28,"03:10+01:00","Numenius arquata","Animalia","species","1","52.54419778","8.32846750","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1226"
"5571","AcceptedTaxon",2021-05-08,"03:40+01:00","Porzana porzana","Animalia","species","1","52.54419778","8.32846750","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1227"
"558","AcceptedTaxon",2021-05-28,"03:10+01:00","Porzana porzana","Animalia","species","1","52.54419778","8.32846750","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1228"
"5591","AcceptedTaxon",2021-05-28,"03:10+01:00","Limosa limosa","Animalia","species","1","52.54419778","8.32846750","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1229"
"560","AcceptedTaxon",2021-06-16,"10:33+01:00","Luscinia svecica","Animalia","species","2","52.54419778","8.32846750","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1230"
"561","AcceptedTaxon",2021-06-25,"10:20+01:00","Motacilla flava","Animalia","species","1","52.54419778","8.32846750","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1231"
"5622","AcceptedTaxon",2021-06-25,"10:20+01:00","Anthus pratensis","Animalia","species","1","52.54419778","8.32846750","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1232"
"5631","AcceptedTaxon",2021-05-08,"03:40+01:00","Spatula clypeataI","Animalia","species","2","52.54419778","8.32846750","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1233"
"5641","AcceptedTaxon",2021-05-08,"03:40+01:00","Cuculus canorus","Animalia","species","2","52.54419778","8.32846750","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1234"
"5651","AcceptedTaxon",2021-05-28,"03:10+01:00","Vanellus vanellus","Animalia","species","1","52.54419778","8.32846750","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1235"
"5661","AcceptedTaxon",2021-05-28,"03:10+01:00","Fulica atra","Animalia","species","1","52.54419778","8.32846750","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1236"
"5671","AcceptedTaxon",2021-06-25,"10:20+01:00","Schoeniclus schoeniclus","Animalia","species","1","52.54419778","8.32846750","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1237"
"5681","AcceptedTaxon",2021-06-25,"10:20+01:00","Anser anser","Animalia","species","20","52.54419778","8.32846750","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1238"
"5691","AcceptedTaxon",2021-05-28,"03:10+01:00","Numenius arquata","Animalia","species","1","52.54554889","8.33050278","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1239"
"5701","AcceptedTaxon",2021-06-09,"03:09+01:00","Cuculus canorus","Animalia","species","1","52.54554889","8.33050278","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1240"
"5712","AcceptedTaxon",2021-06-16,"10:33+01:00","Anas platyrhynchos","Animalia","species","2","52.54554889","8.33050278","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1241"
"5721","AcceptedTaxon",2021-06-16,"10:33+01:00","Alopochen aegyptiaca","Animalia","species","2","52.54554889","8.33050278","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1242"
"573","AcceptedTaxon",2021-06-09,"03:09+01:00","Acrocephalus schoenobaenus","Animalia","species","1","52.54554889","8.33050278","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1243"
"5741","AcceptedTaxon",2021-05-28,"03:10+01:00","Limosa limosa","Animalia","species","1","52.54554889","8.33050278","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1244"
"5751","AcceptedTaxon",2021-06-09,"03:09+01:00","Anser anser","Animalia","species","1","52.54554889","8.33050278","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1245"
"5761","AcceptedTaxon",2021-06-09,"03:09+01:00","Gallinago gallinago","Animalia","species","1","52.54554889","8.33050278","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1246"
"5771","AcceptedTaxon",2021-06-09,"03:09+01:00","Vanellus vanellus","Animalia","species","1","52.54554889","8.33050278","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1247"
"5781","AcceptedTaxon",2021-06-09,"03:09+01:00","Fulica atra","Animalia","species","1","52.54554889","8.33050278","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1248"
"5791","AcceptedTaxon",2021-06-16,"10:33+01:00","Anthus pratensis","Animalia","species","1","52.54554889","8.33050278","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1249"
"5802","AcceptedTaxon",2021-06-16,"10:33+01:00","Vanellus vanellus","Animalia","species","2","52.54554889","8.33050278","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1250"
"5812","AcceptedTaxon",2021-06-25,"10:20+01:00","Alcedo atthis","Animalia","species",NA,"52.54554889","8.33050278","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1251"
"5821","AcceptedTaxon",2021-06-25,"10:20+01:00","Alauda arvensis","Animalia","species","2","52.54554889","8.33050278","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1252"
"5831","AcceptedTaxon",2021-05-28,"03:10+01:00","Gallinago gallinago","Animalia","species","1","52.54554889","8.33050278","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1253"
"5841","AcceptedTaxon",2021-05-08,"03:40+01:00","Tringa totanus","Animalia","species","1","52.54554889","8.33050278","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1254"
"5851","AcceptedTaxon",2021-05-08,"03:40+01:00","Numenius arquata","Animalia","species","1","52.54554889","8.33050278","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1255"
"5862","AcceptedTaxon",2021-05-28,"03:10+01:00","Vanellus vanellus","Animalia","species","1","52.54554889","8.33050278","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1256"
"5871","AcceptedTaxon",2021-05-08,"03:40+01:00","Vanellus vanellus","Animalia","species","2","52.54554889","8.33050278","DE",1,"Birds",NA,"https://hetwaterschapshuis.sharepoint.com/sites/1084/Dashboard/Forms/AllItems.aspx?csf=1&web=1&e=Y5CqNG%2F&cid=672837e7%2D83d8%2D42ed%2D8bba%2D244d58943c2b&RootFolder=%2Fsites%2F1084%2FDashboard%2FNetherlands&FolderCTID=0x0120003F39983DD750B64A9A79D97E7303C9A7/1257"
